Episode,Timestep,Action,State,Transmission Power,Beacon Rate,CBR,Reward
2,6,0,"(1, 0)",0.5237718243481354,0.6373977747337631,0.6347138312130063,9
2,7,3,"(0, 0)",0.6089848100395705,0.4091713717410157,0.781065829437168,2
2,8,2,"(0, 1)",0.9636642904503234,0.6826354515851777,0.6116612753839744,9
2,9,0,"(0, 0)",0.7040388920870551,0.5103022127477909,0.4166449350857644,-1
2,10,2,"(0, 0)",0.8628868606332811,0.4443786555314654,0.8576866535617118,-1
2,11,0,"(0, 0)",0.9273923523490638,0.3748979299597657,0.5191872693759401,-1
2,12,2,"(0, 0)",0.5646695812576935,0.6248245068426032,0.80717187325303,2
2,13,2,"(0, 0)",0.5067867856222734,0.5069635826923002,0.7348756462003556,9
2,14,2,"(0, 0)",0.816593188157853,0.31087024136258934,0.9963633201912617,-4
2,15,3,"(0, 0)",0.6233206847931714,0.4820990550932867,0.7379779545336194,9
2,16,0,"(0, 1)",0.8791673885071682,0.4560935929724448,0.7060050951262957,9
2,17,0,"(0, 1)",0.9107883923644591,0.3446284085333616,0.8931186020607125,-4
2,18,2,"(0, 1)",0.7887401876494302,0.5124057476246591,0.9274013192087065,-1
2,19,3,"(0, 0)",0.6750416594427922,0.47420532655207304,0.8853402670468206,-1
2,20,1,"(0, 1)",0.9690238762876269,0.6579966699177576,0.922350322561471,-1
2,21,2,"(1, 1)",0.6497504505766785,0.3873990276915031,0.6049400366496678,6
2,22,3,"(1, 0)",0.5064824172855704,0.48998679850703986,0.5028658204885456,2
2,23,0,"(1, 1)",0.8146032882802974,0.6556989182003119,0.8669110531933171,-1
2,24,3,"(0, 1)",0.7305818351530455,0.4993348470808434,0.45644272338643177,2
2,25,3,"(0, 2)",0.9223451253183208,0.589436014301657,0.6310681215101448,9
2,26,3,"(0, 3)",0.8921397405987219,0.6057108627358498,0.5122001011590076,2
2,27,0,"(0, 4)",0.9853206117181942,0.6237060115102151,0.6999444045696059,9
2,28,3,"(0, 4)",0.5526013869882944,0.3123954246496578,0.44984462681527826,-4
2,29,3,"(0, 4)",0.8948319529021056,0.62213593731933,0.6161260807903395,9
2,30,2,"(0, 4)",0.9631730729965667,0.5323128658981581,0.8969506271280892,-1
2,31,1,"(0, 3)",0.7220196501636101,0.557056045211258,0.7918116442665666,2
2,32,1,"(1, 3)",0.5834860835611527,0.45938801525346745,0.5051942813234885,2
2,33,1,"(2, 3)",0.602798329306556,0.41229850859242756,0.8262309628840512,2
2,34,1,"(3, 3)",0.8863608815765924,0.47524233803897586,0.6479851799254008,9
2,35,3,"(4, 3)",0.8828785286458904,0.665561046410098,0.5956081391702212,100
3,0,3,"(0, 0)",0.6784867845920739,0.5907375631164564,0.7535605435773307,2
3,1,2,"(0, 1)",0.6470237887974901,0.5013146462892895,0.40743739248063116,-1
3,2,2,"(0, 0)",0.9091642756793235,0.3820634736674341,0.7286566270063088,6
3,3,3,"(0, 0)",0.6856243273473235,0.6167137133588677,0.8508111873877066,-1
3,4,2,"(0, 1)",0.5144007918187423,0.5959765660299674,0.7673376251496146,2
3,5,0,"(0, 0)",0.9324744235336605,0.60430094984685,0.8975505636982508,-1
3,6,2,"(0, 0)",0.802224604071476,0.5433915536412572,0.43588288451222224,-1
3,7,2,"(0, 0)",0.6222743528377566,0.31785558086053306,0.5018507756120179,-1
3,8,1,"(0, 0)",0.5553533096986913,0.644099173396846,0.7352308745886527,9
3,9,0,"(1, 0)",0.9184919168379133,0.6262008638264359,0.6597392967242413,9
3,10,3,"(0, 0)",0.7882151538774862,0.619359932483784,0.5654179713452347,9
3,11,1,"(0, 1)",0.6834157550258555,0.3932995077301315,0.7341186891257168,6
3,12,0,"(1, 1)",0.5754765633013406,0.4024686864336966,0.5634687317662888,9
3,13,3,"(0, 1)",0.6222858869164314,0.6332410218091702,0.9636315353374596,-1
3,14,1,"(0, 2)",0.9931837443899831,0.5476447586018388,0.9760474885103863,-1
3,15,0,"(1, 2)",0.6266700566686246,0.5241361376319837,0.8424212003719354,2
3,16,0,"(0, 2)",0.9658201243598348,0.6192701588336216,0.9966340654432472,-1
3,17,1,"(0, 2)",0.9935077841781588,0.5367041469731351,0.9997196053306783,-1
3,18,3,"(1, 2)",0.853063526476165,0.6515313815450476,0.40053327898033597,-1
3,19,0,"(1, 3)",0.5939543441013714,0.42511891163584287,0.5084980652123084,2
3,20,3,"(0, 3)",0.7137733806811597,0.3770436486287847,0.5408776067875054,-1
3,21,3,"(0, 4)",0.9785944728813727,0.5324906459355009,0.920641471422368,-1
3,22,0,"(0, 4)",0.5507839715723669,0.5674588777034023,0.736416379300421,9
3,23,3,"(0, 4)",0.942582859989215,0.5481299126639918,0.6519930585740872,9
3,24,0,"(0, 4)",0.523763050915653,0.47177173221591917,0.5201500463175486,2
3,25,1,"(0, 4)",0.7495278796705502,0.5912256413279874,0.4422120593320046,-1
3,26,0,"(1, 4)",0.9920886417685202,0.4946389394667189,0.9203284767736849,-1
3,27,0,"(0, 4)",0.6536723013546868,0.3074477643016758,0.4057102572263441,-4
3,28,2,"(0, 4)",0.6023901271261256,0.536488808857488,0.7921801024076415,2
3,29,2,"(0, 3)",0.9469526175769634,0.4943808131048764,0.5870899673247474,9
3,30,3,"(0, 2)",0.7673154974728396,0.6626973531499365,0.44046008283937277,-1
3,31,2,"(0, 3)",0.983594537187735,0.5614662819046304,0.9529749672891338,-1
3,32,3,"(0, 2)",0.6391674995452543,0.387927062263899,0.9252568835437653,-4
3,33,1,"(0, 3)",0.5891579959485942,0.5857286061391638,0.43493619772156106,-1
3,34,1,"(1, 3)",0.9853032855175439,0.5876443475637232,0.8069478708258915,2
3,35,1,"(2, 3)",0.6593142175470992,0.49869986253051835,0.5213432685475134,2
3,36,3,"(3, 3)",0.8423433032089326,0.44850893753182486,0.6275310680390862,9
3,37,1,"(3, 4)",0.9469490464416503,0.4003202288699852,0.491473641892883,100
4,0,1,"(0, 0)",0.857896082623683,0.32335593086710995,0.5364428729585012,-1
4,1,3,"(1, 0)",0.9023622725616423,0.6685745319012033,0.8610944680425513,-1
4,2,2,"(1, 1)",0.6370591684362479,0.3158785433245319,0.9601563464451912,-4
4,3,2,"(1, 0)",0.5255718744529059,0.5575821043723248,0.9142595935754333,-1
4,4,0,"(1, 0)",0.6337104148166162,0.5162139973102907,0.5069186213169627,2
4,5,0,"(0, 0)",0.9797125079486992,0.4577657247713568,0.7912380739354476,2
4,6,0,"(0, 0)",0.7050975239723563,0.46971852884116716,0.9277124944990413,-1
4,7,3,"(0, 0)",0.5643609387308353,0.348632397240926,0.6996062837449455,6
4,8,3,"(0, 1)",0.5747126644695872,0.44546474889170523,0.9780059501945291,-1
4,9,3,"(0, 2)",0.7920934538486277,0.49943006033357285,0.7068847140314583,9
4,10,2,"(0, 3)",0.6854101313872574,0.5908876047755827,0.7498988594410999,9
4,11,2,"(0, 2)",0.7298042434536793,0.4389559066270984,0.6668761658482102,9
4,12,2,"(0, 1)",0.6197017752654574,0.6338506085478762,0.7462700905925475,9
4,13,3,"(0, 0)",0.6558620252875147,0.45465210434647535,0.5487365667359243,2
4,14,2,"(0, 1)",0.9805185555243798,0.6548670792316666,0.6966999830277518,9
4,15,3,"(0, 0)",0.757753248963891,0.6629430546605746,0.42949478743800074,-1
4,16,1,"(0, 1)",0.5496832156848537,0.6924935711888722,0.5046857681125908,2
4,17,3,"(1, 1)",0.5556735735319249,0.5473680869727644,0.9233792515070124,-1
4,18,1,"(1, 2)",0.9880302615781369,0.5040998350197862,0.546011459576486,2
4,19,0,"(2, 2)",0.9348620786416099,0.6400871669782604,0.902244779700048,-1
4,20,3,"(1, 2)",0.5975243361069138,0.381723790175125,0.7842709778229067,-1
4,21,3,"(1, 3)",0.6859259236745323,0.5031910675703123,0.5311717154751525,2
4,22,0,"(1, 4)",0.6677282662572949,0.4378972343074703,0.998518601898107,-1
4,23,1,"(0, 4)",0.7724249994469504,0.3039433670358618,0.6556322094326252,6
4,24,3,"(1, 4)",0.6259244365799226,0.5965371632161363,0.8249597882889401,2
4,25,2,"(1, 4)",0.5762251326406306,0.31311838590479757,0.9586222185676477,-4
4,26,3,"(1, 3)",0.7239166482518518,0.5529233140224024,0.5873693964016986,9
4,27,3,"(1, 4)",0.572006963176913,0.37801201873897566,0.7391447141980265,6
4,28,3,"(1, 4)",0.6532389366076048,0.6484298784688055,0.4856440550377478,2
4,29,2,"(1, 4)",0.959993281276749,0.6286841580949483,0.5004585510251991,2
4,30,3,"(1, 3)",0.6520868534705223,0.6061832260484685,0.7183839865586081,9
4,31,1,"(1, 4)",0.692576952726075,0.3737478037306533,0.5616765342819088,6
4,32,1,"(2, 4)",0.549907110349955,0.3316974982105396,0.8088671608163964,-1
4,33,1,"(3, 4)",0.999108584778575,0.5736639539610457,0.8440683879254715,100
5,0,0,"(0, 0)",0.714223810322867,0.35036834762424207,0.7200902817466599,6
5,1,0,"(0, 0)",0.7521765812743846,0.45764515999899286,0.473508092438709,2
5,2,0,"(0, 0)",0.9472649554247026,0.42740701537620635,0.8897157757913826,-1
5,3,1,"(0, 0)",0.5779144188620537,0.42514217838047014,0.9754694108424785,-1
5,4,2,"(1, 0)",0.6682142122327186,0.6414137324439075,0.8293498476907072,2
5,5,3,"(1, 0)",0.8074836053133683,0.4017574275532451,0.5649420026111996,9
5,6,0,"(1, 1)",0.7544993849755208,0.448202885877847,0.43700538190817095,-1
5,7,2,"(0, 1)",0.6448718151332269,0.5313379311800788,0.4587053250257014,2
5,8,3,"(0, 0)",0.9561855041416758,0.6719929450293846,0.973851935005503,-1
5,9,3,"(0, 1)",0.6219711281112497,0.3786257071111875,0.4704286733782117,-1
5,10,2,"(0, 2)",0.9219095893712135,0.320678815712426,0.41665107807367846,-4
5,11,1,"(0, 1)",0.6819887475436684,0.39965026624501565,0.6776225250070336,6
5,12,2,"(1, 1)",0.9971835361195065,0.33959544758376914,0.44999297458651893,-4
5,13,2,"(1, 0)",0.7515278216601832,0.4302196220153655,0.5617726728191927,9
5,14,2,"(1, 0)",0.9311544640384406,0.5598057294361667,0.8590952415308514,-1
5,15,3,"(1, 0)",0.8238999349750591,0.42464286827854236,0.5036914237617894,2
5,16,3,"(1, 1)",0.5886321246956985,0.4717327526829135,0.7787642781121342,2
5,17,2,"(1, 2)",0.6667417406558094,0.356354273665765,0.7403713864231334,6
5,18,3,"(1, 1)",0.6903285757060149,0.674323521272966,0.7815798073964282,2
5,19,0,"(1, 2)",0.9392633533747896,0.5087896400359271,0.987073626820683,-1
5,20,3,"(0, 2)",0.9972070960409508,0.36033473945577993,0.9381908888933789,-4
5,21,1,"(0, 3)",0.7560953739466149,0.5137779922847907,0.9111646738435635,-1
5,22,1,"(1, 3)",0.8532493283154606,0.35522757874116934,0.9046603910058943,-4
5,23,2,"(2, 3)",0.9516145426996911,0.6119030534851275,0.5587516152232919,9
5,24,1,"(2, 2)",0.6901519973842527,0.39342571570879725,0.6725437941927439,6
5,25,0,"(3, 2)",0.8078247506470548,0.6682601483451073,0.9538652301995176,-1
5,26,3,"(2, 2)",0.6703480848586736,0.6549344546594817,0.8898300224732052,-1
5,27,0,"(2, 3)",0.737553130120541,0.600152844502101,0.504964279324627,2
5,28,3,"(1, 3)",0.8935400218554612,0.4440273310914645,0.6713619551811528,9
5,29,1,"(1, 4)",0.5005960972294996,0.5531789513704504,0.7456413130540636,9
5,30,2,"(2, 4)",0.864753536796504,0.44266203715500063,0.5841427468776043,9
5,31,2,"(2, 3)",0.8933176777235354,0.6719128546488411,0.9046452591816248,-1
5,32,0,"(2, 2)",0.8476039092034005,0.5582255961372302,0.8724670993765132,-1
5,33,1,"(1, 2)",0.5949670832471706,0.32711558779276767,0.47411501760940866,-1
5,34,0,"(2, 2)",0.8139938559530363,0.311289308540707,0.9628319623403958,-4
5,35,2,"(1, 2)",0.9968997078148494,0.5818091981254129,0.9631369075259166,-1
5,36,2,"(1, 1)",0.5389200707639019,0.3388604213972197,0.49017834161969775,-1
5,37,3,"(1, 0)",0.7101049687751477,0.40712612702507744,0.585653367547371,9
5,38,0,"(1, 1)",0.780193893173468,0.572013348910603,0.6700806772438755,9
5,39,3,"(0, 1)",0.5179173983329366,0.5673244698553463,0.46626786669025594,2
5,40,0,"(0, 2)",0.6191819889187985,0.42949739340273685,0.4344865699710432,-1
5,41,1,"(0, 2)",0.5389357143267657,0.5602217571720464,0.85256938892931,-1
5,42,3,"(1, 2)",0.6688070779076838,0.4782715973327868,0.8071989990031777,2
5,43,3,"(1, 3)",0.8041059315764387,0.3069313918897923,0.6678204354059712,6
5,44,0,"(1, 4)",0.8500759913822304,0.5524859425500146,0.6870429866248907,9
5,45,2,"(0, 4)",0.8891273805651151,0.4286261415409443,0.5312455041332694,2
5,46,1,"(0, 3)",0.9365922570627085,0.36565222190971824,0.623641286329509,6
5,47,2,"(1, 3)",0.8570584470334883,0.6102639426731298,0.729534995760383,9
5,48,1,"(1, 2)",0.5990273179395303,0.6137589023812537,0.45789283734429104,2
5,49,2,"(2, 2)",0.8879883797998661,0.5713813276764906,0.4602436891564913,2
5,50,3,"(2, 1)",0.7473001531602519,0.5891736599656687,0.8576988059295032,-1
5,51,2,"(2, 2)",0.7665691148388015,0.47024194840122047,0.6553329602267266,9
5,52,3,"(2, 1)",0.6252422911175142,0.5079918000712106,0.8554247842820106,-1
5,53,0,"(2, 2)",0.6388485849788349,0.5605912178692433,0.6129548076822362,9
5,54,1,"(1, 2)",0.912743528830672,0.664398363355021,0.7858788440847797,2
5,55,0,"(2, 2)",0.6459396433953226,0.4117769577820358,0.9844601353827044,-1
5,56,0,"(1, 2)",0.5953463531618219,0.47580590406681056,0.6410684595960007,9
5,57,2,"(0, 2)",0.8443570244742862,0.3090064159747547,0.5464425612288402,-1
5,58,0,"(0, 1)",0.8967979169590166,0.5269244497487064,0.668682716438787,9
5,59,3,"(0, 1)",0.8768039609692255,0.5734520736851196,0.7370148799064979,9
5,60,1,"(0, 2)",0.5874928531983847,0.38045782024638464,0.9496425316816869,-4
5,61,0,"(1, 2)",0.5797276250080867,0.6595001856136294,0.6567334030672394,9
5,62,3,"(0, 2)",0.9158603148770474,0.40932965896082996,0.7610320303436602,2
5,63,3,"(0, 3)",0.869204161435192,0.44350770735034895,0.5672446568109177,9
5,64,1,"(0, 4)",0.5079483594997669,0.6651943170937958,0.9644683979057399,-1
5,65,0,"(1, 4)",0.8779119703165632,0.39751244259703644,0.770046398520552,-1
5,66,1,"(0, 4)",0.7072228389093789,0.32281953267399904,0.5784021189260209,6
5,67,1,"(1, 4)",0.6558214659364936,0.5581886155350984,0.7342576481727678,9
5,68,2,"(2, 4)",0.7706407704563394,0.44888174314287466,0.4944061533160099,2
5,69,3,"(2, 3)",0.6119653882457614,0.5533371581726775,0.6274357318232755,9
5,70,2,"(2, 4)",0.6890475540787078,0.3249346540177616,0.9529760771010288,-4
5,71,0,"(2, 3)",0.5854506430201538,0.37683335792614736,0.5546615164888584,6
5,72,1,"(1, 3)",0.9604308525765426,0.4562388898126448,0.7782779933943709,2
5,73,1,"(2, 3)",0.8209708524854401,0.30136851383684554,0.5338520692410859,-1
5,74,1,"(3, 3)",0.5038238732157282,0.42989925981884186,0.6739967544864602,9
5,75,2,"(4, 3)",0.9548961848588691,0.3853927028819518,0.6791699609905841,6
5,76,3,"(4, 2)",0.9052920362798269,0.5484823601010858,0.5244736915988202,2
5,77,0,"(4, 3)",0.6916248061646649,0.5356090446955925,0.9192465954105239,-1
5,78,3,"(3, 3)",0.7482719629457625,0.6140791712966254,0.602042038719551,9
5,79,2,"(3, 4)",0.9544260817092993,0.6640100365622634,0.5134274503449778,2
5,80,2,"(3, 3)",0.8312676593790103,0.4004946712449908,0.9853268098388285,-1
5,81,3,"(3, 2)",0.5467769493712166,0.5485148737272274,0.8757296945360281,-1
5,82,1,"(3, 3)",0.6758443869807627,0.34071497636937115,0.6389952847875223,6
5,83,0,"(4, 3)",0.5123256413792097,0.6981965591265321,0.7362909235567914,9
5,84,3,"(3, 3)",0.7001936892776837,0.6529937881168589,0.584617290056988,9
5,85,0,"(3, 4)",0.6607624419075385,0.3206985856237951,0.8016118181060392,-1
5,86,2,"(2, 4)",0.8043866125187844,0.5231501686412604,0.6900882391722332,9
5,87,3,"(2, 3)",0.5340482983985757,0.4669005235427338,0.44261181607716327,-1
5,88,0,"(2, 4)",0.9142975525545216,0.5420867191179524,0.4848963049008268,2
5,89,0,"(1, 4)",0.5136832965530933,0.31382411707806507,0.6228293900160655,6
5,90,3,"(0, 4)",0.5687895155256915,0.6268826096684137,0.8419745020360061,2
5,91,0,"(0, 4)",0.6752258809370859,0.5059928433918451,0.5140193842401405,2
5,92,1,"(0, 4)",0.554602577450402,0.5440430173607136,0.8645570562779676,-1
5,93,1,"(1, 4)",0.8137509884485712,0.3442544006599703,0.8466506626953776,-1
5,94,0,"(2, 4)",0.8086807838726346,0.6251916805028076,0.4889167248575437,2
5,95,3,"(1, 4)",0.6019982333532958,0.567583691524725,0.9946037479918096,-1
5,96,2,"(1, 4)",0.901447759604157,0.33155558075514846,0.6225277199550616,6
5,97,2,"(1, 3)",0.5044592191282077,0.5695010277948693,0.8665884162019231,-1
5,98,0,"(1, 2)",0.8466903842412021,0.39239906686414394,0.7138612244035212,6
5,99,1,"(0, 2)",0.9208461993331867,0.5787250255487097,0.6736974873432249,9
5,100,2,"(1, 2)",0.9003442853799155,0.5337249828178723,0.4157801365162399,-1
5,101,3,"(1, 1)",0.6191088116860433,0.3417374234723579,0.9218638272181396,-4
5,102,0,"(1, 2)",0.5635133327371,0.3774307728347108,0.5461364532306761,-1
5,103,0,"(0, 2)",0.5657651439334417,0.46155165141928334,0.5343765695491096,2
5,104,1,"(0, 2)",0.5568218011584736,0.41848267565290787,0.7201759872610268,9
5,105,2,"(1, 2)",0.6416065164069249,0.4895609594937796,0.47492648622766415,2
5,106,3,"(1, 1)",0.8044666155549356,0.5561744702208768,0.8636576234813871,-1
5,107,0,"(1, 2)",0.8826991335836871,0.5229352495827487,0.5073339548542799,2
5,108,0,"(0, 2)",0.8070588909184973,0.5575077058273141,0.4748248544425459,2
5,109,2,"(0, 2)",0.6984820925989721,0.42344983959185467,0.4116418377196872,-1
5,110,2,"(0, 1)",0.9908945289655033,0.41924924240360717,0.4413136993144024,-1
5,111,3,"(0, 0)",0.6634290312963194,0.588733145721084,0.8069285413900122,2
5,112,0,"(0, 1)",0.6918049120250123,0.3525601326947702,0.5829671985445426,6
5,113,1,"(0, 1)",0.7494072421211857,0.4426025862013723,0.8806058432060475,-1
5,114,0,"(1, 1)",0.697546181132636,0.36593618815807677,0.6303252583059266,6
5,115,0,"(0, 1)",0.5342697864198422,0.5340985754332532,0.5093774185963594,2
5,116,3,"(0, 1)",0.797945927679472,0.6309137925282721,0.6222483567433643,9
5,117,0,"(0, 2)",0.8649300787700009,0.47816465818219367,0.7677680979335044,2
5,118,0,"(0, 2)",0.7633242915816603,0.3752987878103576,0.4063951757774834,-4
5,119,1,"(0, 2)",0.5630351470376259,0.5762156429217287,0.43451920924664633,-1
